Delta_E_AB_AB,BSSE_A,BSSE_B,x,y,z
0.017298420490462263,0.0007200605586348274,0.0007200252444476973,0.75,1.25,1.5
0.008141123550416296,0.0004500718556528227,0.00045008782521449575,0.75,1.25,1.75
0.10482598174242241,0.0020598807648326556,0.0020598303556482733,0.75,1.5,0.25
0.082238548376111,0.001791135706781688,0.0017911157641918862,0.75,1.5,0.5
0.05616462746411344,0.0014443770586751725,0.0014443617226618244,0.75,1.5,0.75
0.03402447716636914,0.001079057693601726,0.0010790312791613133,0.75,1.5,1.0
0.018769134001161092,0.0007434362701559394,0.0007433989431007149,0.75,1.5,1.25
0.009767408995614346,0.00048211174541279433,0.0004821414302540461,0.75,1.5,1.5
0.005052379665869466,0.00032565271561679765,0.00032561217915372254,0.75,1.5,1.75
0.04221033811346331,0.0013614073628644974,0.001361376644979373,0.75,1.75,0.25
0.034376204045443615,0.0011475886434055838,0.001147588581375203,0.75,1.75,0.5
0.024667612271713324,0.0008986797438268468,0.0008987061302292432,0.75,1.75,0.75
0.015884055722253265,0.0006589966715182527,0.0006590191244271182,0.75,1.75,1.0
0.009433771428447812,0.00045794147057165446,0.00045794489827244433,0.75,1.75,1.25
0.005380252971093569,0.00032157502030827345,0.000321594409683712,0.75,1.75,1.5
0.0031163415913511017,0.0002540513854398796,0.0002540758966915746,0.75,1.75,1.75
0.11297751296372383,0.001959586586465889,0.0019596196778195463,1.0,0.25,1.25
0.0478982466411253,0.001316926967405152,0.0013169308291480775,1.0,0.25,1.5
0.019519706969163053,0.0008235689514322075,0.0008235188887226741,1.0,0.25,1.75
0.1942799870997476,0.0024747313402997406,0.0024746843240563976,1.0,0.5,1.0
0.09096517453794206,0.0017840545795166918,0.0017840257406476212,1.0,0.5,1.25
0.03949911559224972,0.0011901851005262643,0.0011902327144923674,1.0,0.5,1.5
0.01651626495772973,0.0007392006552322528,0.0007392049745789109,1.0,0.5,1.75
0.13244469783830937,0.0021058486639446983,0.002105949322469769,1.0,0.75,1.0
0.06430056248171923,0.0015183137722516449,0.0015183132068017358,1.0,0.75,1.25
0.029017076789955354,0.0009990077321049284,0.0009989840258413096,1.0,0.75,1.5
0.012657954922744352,0.0006168008466858055,0.0006167737386988392,1.0,0.75,1.75
0.22014867489571088,0.002622735859759473,0.0026227441567669985,1.0,1.0,0.5
0.1415858746608336,0.002176756294730353,0.002176708094737023,1.0,1.0,0.75
0.07987641714811389,0.001687384865320496,0.0016874089230753953,1.0,1.0,1.0
0.04068363167621669,0.0011957863758453868,0.001195807144441119,1.0,1.0,1.25
0.0193279519430547,0.0007750626341618272,0.0007750176627610017,1.0,1.0,1.5
0.008943545010666298,0.0004815188827649308,0.0004815402223954379,1.0,1.0,1.75
0.1417341884471881,0.002304575692065214,0.0023045506416110584,1.0,1.25,0.25
0.1098163673243846,0.0020208883620966844,0.002020881703771238,1.0,1.25,0.5
0.07373674378226269,0.001649043801961625,0.0016490035000913394,1.0,1.25,0.75
0.04376505335825698,0.0012456435057544013,0.0012456415481096883,1.0,1.25,1.0
0.0235816503787305,0.0008633584480435275,0.000863356340005339,1.0,1.25,1.25
0.011935411830862108,0.0005565553673250179,0.0005565525898845181,1.0,1.25,1.5
0.005963610849534007,0.00036225971169301374,0.0003622154608819983,1.0,1.25,1.75
0.06348017560257802,0.0016654263827433624,0.0016653676841968945,1.0,1.5,0.25
0.05082943216753222,0.0014233522990849679,0.001423333137751115,1.0,1.5,0.5
0.03567805785164069,0.0011270013398103629,0.0011269979548700348,1.0,1.5,0.75
0.022351784552910203,0.0008306229157568623,0.0008306235905735093,1.0,1.5,1.0
0.012832120833365934,0.0005708628867040488,0.0005708631027943056,1.0,1.5,1.25
0.007012913608534177,0.0003815964565063723,0.00038161766372013517,1.0,1.5,1.5
0.00385586746362776,0.0002799730530824718,0.0002799444585548372,1.0,1.5,1.75
0.026733160616444707,0.0010557854592576632,0.001055747784448613,1.0,1.75,0.25
0.022218241509705194,0.0008779130707807781,0.0008779132473080153,1.0,1.75,0.5
0.016353398645293282,0.0006828805948799754,0.0006828889779200153,1.0,1.75,0.75
0.01087153233338256,0.0005036156805999781,0.0005036054395617384,1.0,1.75,1.0
0.006721661098680443,0.00036265338641783273,0.0003626707782018457,1.0,1.75,1.25
0.004032078783467341,0.00027510398095387245,0.00027510412320452815,1.0,1.75,1.5
0.00247904848242797,0.00023300246070334651,0.00023300253411662197,1.0,1.75,1.75
0.12294803075988625,0.002040555390095733,0.0020405405838914703,1.25,0.25,1.0
0.06011380567751701,0.0014687833155733188,0.0014687691187447172,1.25,0.25,1.25
0.027332243608682916,0.0009639254516571327,0.0009638879631523878,1.25,0.25,1.5
0.012023734358251659,0.0005948729626652494,0.0005949256308497297,1.25,0.25,1.75
0.17836652916946605,0.002385735871570205,0.002385759086081407,1.25,0.5,0.75
0.09878276869152103,0.001856670860732379,0.0018566556183543526,1.25,0.5,1.0
0.04931278329269162,0.001327068350491345,0.001327068086595773,1.25,0.5,1.25
0.022924211968572195,0.0008648773083024253,0.0008648721274937543,1.25,0.5,1.5
0.01034258292746415,0.0005345065425927942,0.0005345530417741884,1.25,0.5,1.75
